cgpa,internships,projects_count,github_activity_score,leetcode_rating,codechef_rating,coding_score,aptitude_score,communication_score,attendance_percentage,certifications_count,project_impact_score,certification_impact_score,placement_score
7.4,5,0,20,1694,1572,20.0,60,60,78,1,82,57,79.09
10.0,2,1,44,1473,1308,15.0,29,81,89,3,40,55,79.75
6.2,2,2,56,1230,1438,11.5,97,30,83,2,70,59,72.36
9.3,3,1,30,1435,1247,12.6,49,54,81,3,55,69,81.19
8.7,0,1,33,981,1047,5.9,54,63,83,3,84,49,71.17
7.8,0,7,88,1534,1533,16.3,38,50,70,1,77,66,76.42
9.6,1,3,32,0,900,4.3,27,45,57,1,53,49,64.92
7.9,1,1,20,919,900,6.0,79,44,65,1,38,56,61.71
8.0,3,0,43,1531,1488,17.4,63,63,84,3,56,45,79.98
7.4,1,2,26,0,900,2.9,25,65,87,4,62,61,68.43
9.0,1,2,40,1288,1528,13.2,53,100,91,0,99,64,86.45
8.8,1,1,27,1455,0,10.3,66,83,65,2,27,60,74.0
6.7,0,1,16,1158,1010,4.7,70,41,90,0,40,51,58.04
5.9,2,4,80,1952,0,27.6,44,76,65,2,49,87,80.13
7.3,3,2,57,1608,0,16.8,50,62,82,1,34,43,75.73
6.5,0,4,98,1293,1231,10.0,47,56,83,1,52,83,70.43
7.4,1,4,46,1446,1708,19.8,53,50,71,3,87,70,75.59
9.0,1,0,16,1981,2200,31.9,64,41,86,2,10,88,71.09
7.0,0,4,59,0,900,2.8,74,60,56,5,69,52,77.37
7.4,0,2,23,1215,1594,12.8,64,41,68,2,91,47,68.87
7.6,5,1,12,1166,1136,8.0,64,57,70,0,57,68,77.51
8.5,1,4,60,1153,0,6.0,56,83,84,2,58,47,79.79
4.8,0,1,14,0,0,8.6,38,70,84,5,54,62,51.25
6.8,0,3,31,0,900,2.5,57,55,80,8,60,100,71.26
7.8,2,2,35,1295,1708,17.1,52,78,80,3,75,25,84.12
8.9,2,5,53,1948,1803,29.7,47,70,90,3,65,60,88.16
6.9,2,2,27,1332,1092,10.9,60,84,74,0,49,32,68.48
5.2,0,5,75,1374,1898,19.9,31,36,73,4,64,79,67.69
8.2,3,2,31,1560,1659,18.9,51,62,76,0,100,41,83.3
6.7,1,1,18,1490,1362,15.9,47,51,68,2,63,53,62.86
6.1,1,1,49,1790,2200,32.9,44,64,84,3,91,82,72.98
6.8,1,2,55,1746,2073,29.7,70,65,65,1,96,41,75.0
7.3,1,1,23,1598,1444,19.7,62,61,76,0,61,49,69.87
6.8,3,3,30,1431,1229,12.7,68,95,87,1,72,35,77.21
4.9,4,4,70,1787,1811,25.7,67,35,75,1,71,25,69.43
8.6,1,3,83,1263,1222,10.2,42,51,67,1,83,23,79.82
9.0,3,1,42,1244,1066,7.3,79,81,81,3,69,25,87.7
8.3,2,1,2,1377,1372,13.3,51,70,85,4,68,30,68.06
6.1,4,0,7,1848,2200,31.7,80,44,82,3,53,42,74.47
7.3,0,5,59,0,900,1.9,53,82,83,2,38,64,71.44
7.5,1,2,20,1248,1345,11.9,37,62,70,3,50,45,60.77
8.2,1,1,39,1319,1233,9.6,41,65,99,1,56,42,68.65
8.3,3,6,98,0,900,2.1,77,54,88,4,89,67,95.1
6.6,0,2,60,1552,1723,22.4,69,66,71,3,78,68,72.31
7.6,1,3,56,1483,1633,20.7,46,43,80,5,30,76,70.57
8.0,1,4,57,1386,1402,14.0,63,50,80,2,63,63,78.33
9.2,1,2,36,1640,0,19.5,77,81,79,2,79,76,88.92
8.3,2,1,8,1358,1066,10.7,89,22,82,3,52,68,68.55
8.4,3,7,100,1816,2062,30.8,62,55,78,2,89,48,98.0
7.6,2,1,10,1571,1726,20.6,65,71,83,3,55,92,77.06
9.2,3,2,27,1804,1447,23.9,57,90,86,4,40,94,87.02
8.0,1,4,53,1262,1097,8.3,60,66,82,1,68,37,76.21
6.5,1,1,0,1455,0,13.1,70,72,71,2,27,63,63.98
9.2,1,5,83,0,900,2.9,40,77,89,0,98,46,87.98
8.3,0,2,19,0,0,3.3,71,53,77,2,58,73,67.34
7.0,1,8,100,930,1012,7.5,53,54,80,4,94,76,85.26
6.9,2,4,51,1901,1904,30.5,46,61,73,0,39,17,72.63
7.9,1,2,27,2188,0,31.1,46,94,90,4,54,84,81.63
8.1,2,1,5,1413,1647,19.9,94,69,72,2,47,66,75.56
7.7,1,1,42,1611,2063,26.5,83,60,76,0,51,67,70.69
7.9,0,1,46,1533,0,14.1,44,41,100,0,46,70,65.0
9.5,0,4,72,1112,0,4.9,64,61,60,1,85,56,81.72
8.8,1,2,37,0,0,0.0,64,59,69,0,63,57,68.09
7.7,1,2,36,1874,1566,24.9,91,73,88,0,64,55,83.57
8.6,0,3,62,1417,1744,19.3,52,55,79,0,66,54,75.24
6.3,1,5,68,0,900,3.3,19,59,83,1,100,45,64.18
8.0,1,0,29,885,1134,6.3,57,66,64,4,24,61,67.08
9.7,1,2,19,1285,1554,14.9,55,71,76,2,64,52,80.76
7.2,2,2,48,1081,1566,11.6,68,50,76,1,70,89,74.52
6.5,2,1,41,1536,1844,21.4,75,50,78,1,68,45,75.63
6.7,1,0,0,1534,1859,24.1,80,64,78,3,12,63,63.43
6.2,2,2,21,1855,2149,31.8,80,48,56,2,45,57,73.17
6.6,2,2,33,0,0,0.8,71,31,76,2,64,67,60.16
7.1,2,3,52,0,900,2.4,78,63,92,6,79,71,82.59
5.8,1,5,60,2048,0,27.8,35,25,75,1,30,81,67.87
7.5,0,5,71,2073,1917,33.5,55,59,68,0,64,58,73.23
8.6,2,6,51,0,900,2.2,60,48,72,4,93,80,90.46
6.4,1,3,57,1192,0,6.5,68,54,89,3,84,60,75.59
9.3,4,1,34,1685,1642,20.9,48,94,52,2,72,23,88.63
8.1,3,1,44,1739,1640,23.4,47,73,84,2,63,46,81.15
8.7,1,4,66,1342,983,7.8,53,56,81,1,85,69,78.09
6.7,1,2,28,1586,1380,15.9,67,38,69,2,80,69,67.74
8.5,0,4,42,1619,1444,18.1,10,34,100,2,89,74,69.8
6.2,1,4,45,1354,0,9.0,59,36,87,3,99,74,65.75
8.6,1,2,32,1884,1782,26.0,46,50,79,3,64,61,73.48
7.7,1,1,9,0,0,2.6,44,42,89,4,82,75,63.89
8.2,1,6,70,1570,1194,14.3,65,70,84,3,75,80,90.54
6.1,0,1,21,1448,1773,21.3,62,56,81,2,57,85,61.1
6.4,4,3,21,1132,1190,8.5,63,83,79,5,97,93,84.49
8.2,0,2,19,0,900,2.0,63,46,72,1,100,95,66.07
6.4,4,5,73,1845,1715,26.6,85,52,88,0,79,28,94.9
8.1,3,3,49,1522,1328,15.6,81,35,76,7,78,66,84.81
5.9,1,3,58,1523,1580,19.2,34,57,89,1,32,34,58.65
8.5,2,1,24,1246,1156,8.4,51,34,89,0,53,35,66.79
6.0,1,1,22,1768,1693,24.0,53,39,87,2,70,76,60.99
8.2,2,7,100,1159,949,6.3,32,62,73,2,80,57,83.65
8.3,1,3,48,0,900,2.6,100,15,69,1,67,73,73.45
6.7,1,3,31,837,1042,5.5,61,48,77,4,69,58,67.73
8.2,1,0,0,1287,1536,14.1,38,55,78,1,70,77,64.44
7.8,1,5,95,1604,1437,18.5,79,76,74,2,46,61,88.93
6.9,1,3,94,1601,1725,22.1,62,68,88,2,97,61,84.25
6.3,1,1,33,1542,0,14.7,46,57,87,5,76,79,69.03
5.1,1,2,18,1448,0,12.6,72,41,85,2,67,57,62.05
7.9,0,5,98,1547,1513,18.5,76,58,92,3,75,45,84.77
5.6,0,0,3,2358,0,34.4,72,66,80,1,33,30,55.5
7.6,1,1,28,0,900,3.3,69,66,67,1,60,83,70.57
7.2,0,3,45,1574,1846,24.3,47,82,91,4,41,61,72.98
8.3,0,2,36,1373,1025,8.2,30,63,82,1,89,42,64.11
7.1,3,4,51,1468,1448,17.9,38,63,89,2,86,54,78.92
7.1,0,4,77,1437,957,9.9,51,41,82,0,77,33,64.22
8.4,2,3,43,1520,1279,14.3,28,60,72,4,44,71,76.43
7.9,1,3,55,1226,908,7.6,92,65,66,1,43,59,81.99
7.9,3,0,18,1739,1126,17.9,42,61,87,1,35,63,71.72
8.1,1,6,80,1589,1455,17.2,56,91,74,1,75,50,86.75
5.7,1,2,11,1263,0,7.8,62,35,88,4,88,90,58.03
8.4,1,1,9,1805,1511,24.5,79,58,58,3,72,71,73.06
8.2,1,4,68,929,900,3.0,68,89,84,4,81,88,88.12
6.3,1,3,50,2145,2086,37.6,63,69,83,2,62,43,78.19
7.2,0,2,21,0,900,1.2,100,63,94,1,60,75,71.49
7.5,5,1,22,2065,0,29.4,88,41,74,1,68,45,82.39
7.3,1,5,73,2017,2167,34.2,67,64,77,0,75,52,84.16
7.9,1,1,30,1351,1424,12.7,65,59,93,3,62,64,70.88
9.2,2,4,85,1572,1650,19.7,57,84,91,3,45,57,91.77
8.8,1,3,11,1313,0,7.6,73,67,72,0,98,69,77.82
5.9,3,1,40,1629,1716,20.3,53,82,67,2,35,66,70.26
8.2,1,3,49,1505,0,12.7,46,95,79,0,71,19,72.72
9.1,2,4,42,1361,1989,20.7,85,71,88,3,70,90,94.17
8.0,0,2,36,1358,1099,8.5,46,69,85,1,75,70,70.51
8.8,3,3,67,1524,1316,17.4,59,63,76,1,79,81,88.42
9.9,2,6,100,0,900,2.8,53,43,100,0,100,50,98.0
8.7,0,1,6,2380,0,35.9,58,40,75,0,47,48,65.04
7.8,0,2,21,0,900,3.1,63,77,82,2,83,49,66.97
8.8,1,5,50,1891,2081,32.9,60,88,66,1,76,55,93.89
7.7,4,3,49,1525,1192,12.8,44,53,71,2,79,68,85.28
7.5,1,3,50,0,900,3.9,52,57,78,1,86,53,77.17
7.1,1,0,24,0,900,2.8,71,56,83,1,62,44,62.3
9.4,0,3,52,1445,1530,17.4,64,54,56,2,39,71,75.49
6.5,1,1,35,1686,2170,29.2,67,94,70,1,63,52,73.35
9.3,1,1,1,1316,1581,16.1,76,61,56,3,74,67,77.38
8.1,4,1,48,1431,1684,19.8,69,81,61,2,61,35,88.32
5.8,1,6,100,914,900,4.7,49,20,93,0,100,34,72.73
7.9,3,2,26,1527,1630,18.4,65,82,71,2,68,44,81.32
5.0,1,5,58,1534,1123,15.2,65,87,100,2,95,56,79.61
8.3,0,4,69,1336,1356,13.1,31,69,65,2,69,44,71.1
8.6,1,3,22,1635,1679,22.1,29,76,86,3,88,60,75.14
6.8,1,4,46,1537,1224,14.9,68,75,80,2,63,46,76.04
7.6,4,4,42,1340,1265,13.3,49,71,78,2,73,92,81.17
9.8,3,2,32,1746,0,18.3,51,66,64,1,43,66,82.46
6.9,0,2,27,1446,1436,17.2,64,47,74,1,59,51,65.04
6.2,0,3,34,1185,1341,10.7,60,70,78,0,71,72,66.31
9.3,0,1,8,971,1568,13.1,58,48,74,1,31,61,67.46
9.9,4,5,60,1930,1816,29.3,86,80,82,3,100,60,98.0
7.5,3,1,4,1537,0,12.0,55,45,73,1,62,39,62.54
8.7,2,1,30,1525,1478,18.3,64,47,73,1,71,56,73.28
9.1,1,3,62,1486,1762,18.4,49,33,77,1,66,52,76.09
6.6,1,3,52,1865,1854,29.1,78,51,87,1,57,80,80.81
6.9,1,3,66,1542,1806,22.0,66,77,98,0,30,25,78.63
9.0,1,0,0,1964,2200,33.9,91,76,70,2,67,55,74.99
9.5,1,2,22,1543,1492,15.9,62,60,55,2,84,45,76.31
8.2,0,1,28,800,1063,5.3,65,50,86,1,60,48,62.34
6.4,0,1,30,1880,1450,21.7,59,85,91,3,36,47,64.03
9.9,3,2,34,1594,1626,19.3,88,34,65,1,83,53,86.24
6.9,2,4,57,1347,1674,15.8,66,59,91,3,92,37,79.24
7.1,1,4,42,1422,2017,22.2,58,43,84,2,76,54,75.1
7.9,1,3,6,0,900,2.3,43,65,66,1,78,69,70.51
9.4,1,0,18,1407,1124,11.1,20,69,51,3,80,63,72.29
8.5,2,1,36,1127,0,8.6,61,80,71,1,70,59,75.33
8.0,2,2,27,1763,1804,26.4,54,82,88,2,77,71,81.69
8.1,2,6,73,1366,1203,11.6,10,32,72,2,100,70,82.01
7.6,2,3,36,1239,1462,12.2,52,50,78,4,74,48,76.01
8.2,0,2,28,2500,2200,44.7,41,65,61,2,43,69,75.59
4.5,1,4,73,1154,0,5.2,90,70,86,2,100,51,76.49
7.1,1,3,31,1473,1212,13.0,58,70,74,3,90,79,78.03
7.8,1,2,43,809,900,7.2,82,43,87,2,83,70,73.92
6.1,2,3,38,1876,1991,32.0,68,61,66,2,59,49,73.15
8.0,1,1,0,1415,1641,17.0,78,76,60,2,62,34,65.42
7.3,0,1,16,1745,1648,23.9,100,47,86,1,33,66,64.55
9.6,1,0,34,1217,1335,10.7,74,56,85,0,48,53,72.31
9.4,4,1,11,1015,1408,9.6,100,58,71,1,53,71,81.01
6.9,0,2,30,1276,1583,16.2,71,48,100,2,55,58,68.38
7.3,2,5,70,1903,0,24.8,81,57,80,1,48,47,84.61
7.4,1,0,12,1673,1843,26.3,53,61,76,2,30,40,62.1
7.0,0,5,93,1015,969,3.7,34,60,82,1,87,42,71.53
7.7,1,3,34,800,900,3.8,14,69,82,2,73,80,70.3
6.6,2,1,22,1403,1170,12.7,75,53,89,3,81,58,69.07
6.1,1,3,57,1827,2200,31.2,51,41,71,2,51,71,66.41
8.2,3,2,23,1272,1095,8.0,53,49,79,3,71,44,73.53
8.3,1,2,35,1822,1782,26.8,53,72,76,4,61,40,81.19
6.5,0,2,48,1538,1061,13.9,47,46,79,1,63,61,59.6
8.6,4,0,2,2025,2200,36.8,89,71,94,2,42,72,88.4
6.7,1,1,19,1296,1287,11.3,44,67,76,3,26,100,61.53
7.8,1,0,0,0,900,1.6,68,79,76,0,57,23,56.37
8.5,2,1,36,1481,1569,18.9,68,50,78,1,43,39,70.69
7.5,1,3,48,1303,1336,10.9,33,48,76,4,51,80,66.74
8.0,2,3,39,1795,2005,30.1,70,77,76,0,60,33,82.31
6.9,0,3,41,1677,1674,22.3,39,30,81,2,78,64,66.24
7.3,1,2,33,0,900,2.3,58,71,78,1,33,58,60.86
7.3,0,3,51,990,1056,7.7,53,78,80,0,64,71,69.87
6.6,3,3,36,1707,0,19.8,60,30,84,3,39,82,72.68
7.3,0,1,13,1053,900,5.2,70,63,86,0,75,58,68.0
5.6,2,1,18,1226,900,4.6,44,48,87,2,87,79,61.16
6.9,4,5,72,1723,1543,22.0,49,84,87,5,88,75,98.0
7.2,1,4,82,1123,1205,8.1,30,88,83,1,90,44,73.72
7.2,1,4,45,1388,0,14.9,40,99,66,5,100,44,79.64
7.2,1,0,0,1727,1698,23.5,73,84,71,1,16,42,60.29
7.4,1,0,30,1624,1726,22.0,53,85,73,3,59,47,69.57
8.1,1,2,20,1607,1387,16.1,76,100,76,4,60,100,83.29
8.5,2,2,56,1737,2059,28.1,42,67,71,2,70,66,77.71
6.7,5,4,76,1892,2061,31.2,46,69,69,0,61,39,89.8
6.1,4,3,54,1127,0,4.4,79,83,64,0,72,50,82.09
6.2,3,3,64,1599,1773,23.6,64,56,74,2,78,24,80.66
6.9,3,1,0,1789,1582,22.2,33,48,78,4,68,55,67.53
7.1,1,2,13,1730,1601,23.5,49,51,75,2,35,28,59.16
6.6,2,1,26,1452,1462,15.5,75,54,74,3,75,58,73.77
5.9,3,3,40,1434,1640,18.0,56,56,80,3,55,32,69.52
7.0,1,3,34,1747,1735,26.2,81,50,83,1,58,46,69.47
7.7,4,3,58,0,900,2.1,36,35,80,1,56,41,71.69
8.2,1,0,13,1564,1922,24.1,81,84,81,1,66,45,74.71
6.8,2,3,61,1828,0,23.7,38,96,85,2,39,37,77.53
7.0,2,1,16,0,900,4.9,64,37,72,5,81,66,65.46
6.4,4,2,33,1532,1706,21.4,77,39,89,2,100,79,85.71
7.5,0,5,93,1387,1250,11.5,62,51,72,3,72,90,82.23
6.5,2,7,74,970,900,3.4,70,39,74,3,62,30,79.37
8.2,1,3,44,1430,1570,17.4,78,57,55,1,36,43,76.7
5.4,1,1,8,1130,1276,9.2,68,55,72,0,56,68,57.17
7.1,2,1,47,951,905,4.4,54,69,64,3,50,50,70.1
7.9,1,4,94,1240,1161,8.6,55,57,89,4,85,76,84.6
7.7,2,0,13,1710,2166,29.5,44,86,86,1,74,59,73.82
10.0,1,3,53,1427,900,8.9,38,53,71,0,42,56,75.74
7.9,1,0,8,1553,1644,20.5,83,53,73,0,51,22,61.93
6.3,2,4,55,1702,1706,22.9,71,95,63,4,56,82,82.83
7.4,1,1,23,0,900,4.5,86,65,69,4,63,85,78.2
5.4,0,1,1,1489,1561,17.2,70,63,83,2,14,52,52.99
7.4,4,1,31,1293,1049,7.7,53,48,90,1,32,59,79.11
6.5,1,1,7,0,900,4.4,39,62,76,4,49,59,60.05
8.6,2,2,28,0,900,1.7,50,66,78,1,74,55,74.87
6.8,1,2,34,1366,1197,12.5,72,61,78,6,50,85,71.75
7.4,1,4,46,1731,1700,25.3,47,67,72,5,88,54,79.57
6.7,1,4,66,1492,928,11.3,83,80,80,1,49,65,74.39
9.6,1,3,38,800,0,4.0,53,48,74,1,63,67,75.01
7.1,1,2,49,1394,1457,15.8,38,70,84,4,49,80,69.81
9.7,1,1,8,0,0,1.1,54,72,77,3,79,61,72.89
8.5,1,5,67,1659,0,17.6,64,76,63,2,100,40,86.13
8.1,0,1,5,0,900,2.7,90,79,82,3,74,56,68.61
7.9,1,2,48,0,900,3.7,62,59,79,0,87,55,65.01
8.0,0,1,17,1554,1775,21.2,48,60,73,2,56,76,65.77
5.2,0,2,25,1193,1463,11.8,85,65,77,2,46,67,61.39
7.2,4,2,31,1276,1604,14.9,80,48,68,0,54,31,71.22
8.5,2,4,56,915,900,6.0,58,62,67,4,49,37,78.42
7.4,2,2,40,1664,0,19.2,30,63,74,4,69,49,71.65
5.8,1,8,100,1686,1860,25.9,49,73,80,1,78,44,85.23
7.4,3,2,31,0,900,3.8,73,63,82,2,45,43,72.44
9.5,2,1,21,1459,1542,17.8,82,71,66,2,59,10,80.6
9.0,2,6,35,1394,1508,15.7,62,62,77,2,42,42,85.75
7.4,1,3,39,1175,0,9.5,58,66,66,1,71,56,69.04
8.6,4,4,79,1599,1742,21.9,50,68,78,2,40,78,89.91
7.1,3,0,16,0,900,1.7,73,50,76,1,55,77,64.61
5.5,3,2,17,1007,900,5.3,41,66,79,0,66,68,64.38
6.4,0,3,40,1733,1749,23.9,50,37,70,0,47,55,59.32
9.4,1,4,49,1673,2200,28.5,84,69,90,3,64,92,92.81
7.2,1,3,62,1850,1609,25.4,77,89,97,1,69,51,84.29
7.2,1,2,48,1515,1434,15.7,86,37,75,2,43,67,66.58
7.1,3,0,0,1344,1418,13.1,48,45,70,2,65,54,65.06
9.8,0,3,46,1629,1494,20.7,37,88,66,3,96,60,82.48
9.5,0,2,16,1734,1897,26.3,86,81,65,3,62,73,81.42
10.0,1,4,48,1152,1329,10.0,73,53,87,1,89,40,84.34
7.3,0,1,13,1479,0,13.6,78,42,72,1,63,68,63.55
7.9,0,0,0,1579,0,14.5,73,27,64,5,50,55,58.97
5.7,2,2,39,1644,1561,21.9,93,27,66,4,63,68,69.57
9.3,1,3,66,1394,0,10.1,72,63,65,2,63,65,86.25
6.1,0,1,21,1689,1678,24.5,63,76,90,1,63,66,62.96
7.8,1,4,42,1211,1116,5.2,65,79,92,2,75,55,75.66
6.2,1,3,49,2105,2001,34.7,64,70,75,2,86,35,75.22
6.8,0,4,61,1312,1188,10.3,88,37,74,1,61,76,71.67
6.5,2,0,7,1622,1894,24.4,82,81,56,2,45,60,67.28
6.8,2,4,85,1334,1602,15.4,88,69,63,2,88,36,85.91
6.9,2,6,85,1529,1599,20.9,23,36,68,3,79,100,82.05
6.8,2,4,66,1176,1064,4.3,55,40,83,4,68,79,78.71
8.5,0,1,0,1822,1868,28.3,43,77,100,2,15,81,63.53
6.2,4,2,19,1254,1070,7.6,93,72,85,1,91,52,81.54
7.8,3,2,41,1524,1500,18.3,47,56,76,4,53,92,78.84
9.0,3,2,38,1480,1102,14.0,71,58,79,2,68,38,83.53
6.9,0,1,16,0,900,1.7,96,67,79,2,49,62,62.71
6.6,4,5,76,1289,1506,14.1,66,62,74,2,87,66,87.54
7.2,3,2,47,800,900,5.2,53,70,76,1,79,38,74.08
8.9,3,2,26,1817,0,19.3,64,43,60,0,45,44,73.82
7.7,0,1,12,0,900,4.7,36,62,70,3,87,59,59.35
6.9,2,3,42,1543,1651,20.6,33,65,73,2,40,31,66.01
8.1,4,1,29,977,900,6.1,70,66,66,0,57,58,77.83
6.2,2,4,49,926,900,3.4,16,58,79,1,52,46,61.49
8.3,1,2,46,1403,1653,18.1,59,52,83,1,74,53,71.04
8.0,4,2,26,1475,1181,12.9,57,68,90,1,91,70,81.48
7.1,1,5,61,1435,1337,12.9,95,32,73,0,81,63,80.16
6.5,1,1,57,1933,1994,32.6,69,62,58,1,48,40,66.85
6.4,1,3,27,999,1602,14.4,55,82,93,0,52,46,69.69
8.1,4,0,21,1563,1742,20.9,77,67,68,2,90,49,82.18
9.0,0,4,30,1693,1527,21.8,63,51,98,1,56,44,77.57
6.7,1,1,31,1687,1682,23.5,40,54,93,4,41,57,63.61
8.1,2,2,74,1768,1709,24.0,65,50,74,0,53,44,81.26
5.0,2,1,37,0,900,2.4,63,57,74,1,50,42,62.0
6.8,1,3,66,0,0,6.9,61,60,65,3,54,37,71.08
7.5,3,1,20,1535,1380,17.8,68,47,54,3,44,64,72.39
6.4,4,6,96,1573,0,14.6,79,75,83,1,75,44,96.47
6.4,0,3,49,1401,1645,18.3,66,53,76,2,69,42,67.42
6.7,1,2,64,1047,0,6.1,37,66,89,1,65,41,63.71
7.9,0,5,53,1598,1563,20.8,33,88,90,1,41,55,72.3
7.3,1,0,27,1379,0,10.9,53,41,59,2,40,34,58.18
4.8,1,2,40,1276,0,9.0,52,78,78,3,56,90,63.39
5.0,3,2,20,1611,1056,12.5,66,44,99,6,62,78,70.85
6.8,3,1,17,1638,1462,20.0,84,81,67,3,61,52,78.85
8.0,0,1,0,1288,0,7.6,88,82,89,3,37,38,65.67
4.2,0,2,0,1575,1308,17.2,48,42,81,5,60,80,53.17
6.9,1,1,4,1475,1508,17.8,28,58,80,3,91,52,64.96
6.9,1,2,28,0,900,2.5,61,30,77,3,52,38,59.9
9.2,1,2,35,1556,1457,15.2,79,61,65,3,34,47,75.85
7.0,3,2,14,1876,1347,21.7,52,44,61,2,84,43,68.47
8.0,4,2,29,1632,1485,20.2,61,51,71,1,62,59,82.32
7.7,1,5,73,1610,1296,16.9,57,63,66,2,64,50,78.19
4.9,3,7,85,1234,1170,9.6,88,61,82,4,100,76,94.51
8.4,1,2,17,1276,1300,11.5,100,54,98,2,10,52,72.9
7.8,2,1,11,1644,1241,16.2,72,63,92,4,49,67,76.36
8.1,1,3,66,1023,927,4.2,72,56,72,4,35,44,74.54
10.0,0,1,0,1393,900,7.8,34,76,89,4,87,60,74.56
5.0,4,1,39,1271,1222,10.4,52,50,86,2,47,52,63.43
9.6,1,2,54,1457,1407,16.1,75,50,80,3,36,60,83.68
7.2,2,2,28,1435,1057,10.4,67,49,94,1,32,47,65.56
7.8,1,0,16,1539,1177,12.9,69,58,59,1,75,42,64.42
7.4,0,1,10,1639,2080,27.6,29,71,71,4,95,54,65.71
7.0,0,4,62,1789,1874,27.1,21,84,85,3,67,41,78.83
6.8,1,2,67,0,0,1.9,95,49,81,0,63,56,70.55
7.9,2,2,53,1812,1729,26.7,57,35,71,1,52,49,73.39
5.7,1,0,2,1428,1130,12.3,29,76,64,1,71,21,55.03
8.4,2,3,26,0,900,1.7,57,73,62,1,54,58,76.62
7.0,2,1,17,1322,1293,11.4,34,65,76,2,41,40,64.67
6.1,2,8,100,1263,1445,14.4,39,36,85,0,77,38,74.89
7.0,1,0,20,1403,1659,16.9,46,59,90,0,66,100,63.73
9.0,3,0,8,1203,0,5.9,34,77,67,3,67,70,76.02
6.9,1,4,84,1640,1854,23.8,10,37,75,1,46,45,67.96
7.9,1,2,34,1807,0,21.3,73,77,68,2,60,58,78.62
6.6,0,3,38,1042,900,4.8,49,65,82,0,20,46,55.21
8.4,1,0,17,1502,1428,16.2,77,84,83,2,33,100,75.18
8.3,0,0,20,1966,1953,29.6,60,77,69,0,48,57,65.18
9.7,2,1,10,1055,1153,6.1,27,33,64,1,41,64,64.01
7.3,0,3,31,1943,1802,27.2,59,45,95,1,67,28,67.41
8.3,1,3,21,1242,941,5.1,85,75,78,2,91,56,79.02
7.6,2,4,53,1317,1381,12.6,58,42,78,3,76,44,78.38
9.1,1,1,40,1685,2200,30.9,46,54,66,2,88,75,78.69
6.6,0,0,19,0,900,3.1,34,56,76,2,46,80,52.18
8.4,0,2,50,1652,1949,25.7,49,56,70,4,58,46,72.53
7.3,2,3,36,1468,1375,15.2,39,29,72,0,80,32,66.63
7.4,0,3,43,1270,1082,8.7,51,68,68,3,91,43,71.35
7.6,1,2,5,1126,1316,10.2,20,58,89,2,72,90,62.25
7.8,1,3,61,1477,1792,19.1,38,66,70,1,83,43,71.7
7.4,2,1,42,1436,1370,14.0,70,58,86,1,56,49,73.25
7.8,2,0,0,1262,1115,9.2,62,26,65,3,33,70,62.54
9.4,3,3,70,1423,1288,12.5,54,57,91,2,81,22,88.47
8.7,0,2,30,1575,1628,21.7,37,50,79,1,55,68,68.55
8.5,1,4,41,0,900,2.9,89,65,84,2,70,64,80.15
7.0,1,4,53,1820,1823,25.8,99,71,61,3,38,40,81.28
6.4,0,1,31,0,900,2.3,37,52,84,3,97,49,57.1
8.6,1,2,33,1558,1774,21.6,75,75,99,3,77,48,83.05
8.6,1,3,37,1447,1403,15.3,38,87,79,2,92,67,78.21
9.3,1,1,30,1252,1251,9.6,69,76,100,2,82,77,80.6
6.8,2,3,56,1276,1529,14.0,16,89,59,3,68,58,71.11
7.2,1,3,43,1564,1696,20.9,48,42,68,1,26,68,65.48
5.5,2,4,52,1581,1993,25.6,63,73,82,2,71,44,75.74
7.0,1,1,13,1433,1602,17.2,67,52,68,2,46,58,63.61
8.7,1,6,89,1771,1835,24.9,41,70,99,1,100,47,88.85
6.9,1,5,45,1517,0,13.9,70,35,67,2,87,55,69.65
8.3,0,2,22,1354,961,7.9,58,94,85,2,69,39,74.01
7.3,0,3,43,1303,1568,14.2,33,49,70,3,48,31,57.91
7.9,1,1,10,1283,1550,14.5,39,76,58,2,42,62,66.82
6.1,4,5,73,1644,1985,25.4,89,86,76,1,44,50,90.06
7.6,2,0,12,1313,1008,8.4,63,61,74,0,35,44,65.61
4.0,0,6,100,1532,1627,19.1,52,71,81,1,77,52,72.74
7.3,3,2,22,1245,1077,7.3,32,41,86,2,47,74,65.32
5.5,2,0,9,1449,0,11.8,49,70,70,1,60,17,53.67
8.9,2,2,19,1483,1092,12.1,63,68,86,2,75,100,83.58
8.4,3,3,75,2209,2039,37.7,66,61,78,1,73,39,89.17
8.1,1,1,47,1107,1081,5.8,62,53,69,2,94,48,69.14
9.3,0,0,0,1742,1840,26.4,47,44,71,3,50,82,67.07
6.4,1,3,43,1269,1456,13.6,25,60,78,1,89,78,70.01
9.6,1,0,10,1904,2200,34.4,58,61,82,3,78,31,71.83
8.6,1,2,28,0,900,1.0,59,75,76,3,37,45,70.26
7.2,1,3,38,1290,0,6.3,44,65,75,1,75,58,66.42
8.9,4,5,81,1810,1897,27.7,56,71,70,4,100,45,97.65
6.2,3,4,84,1566,1642,21.4,61,68,78,2,62,65,84.2
6.5,3,0,22,1100,900,5.9,65,42,80,4,37,61,66.44
6.8,3,3,58,1559,1254,15.6,74,36,97,2,74,26,78.77
6.9,4,0,4,1654,2200,29.6,15,44,68,2,58,77,65.09
6.2,0,6,97,1676,1744,22.2,68,53,90,4,100,76,90.74
